id,order_id,drugbank_id,name,category,chemical_formula,smiles,description,related_drugs,pharmacodynamics,action_mechanism,protein_binding,metabolism
12185,12185,DB12185,Exatecan,"Alkaloids, Antineoplastic Agents, Enzyme Inhibitors",,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=C(F)C(C)=C4CC[C@H](N)C3=C14)C2=O,"Exatecan has been used in trials studying the treatment of Sarcoma, Leukemia, Lymphoma, Lung Cancer, and Liver Cancer, among others.","Darbepoetin alfa, Erythropoietin, Peginesatide, Methoxy polyethylene glycol-epoetin beta, Lidocaine, Ropivacaine",,,,
12186,12186,DB12186,SRT-2104,"Enzyme Activators, Heterocyclic Compounds, Fused-Ring",,CC1=C(SC(=N1)C1=CC=CN=C1)C(=O)NC1=CC=CC=C1C1=CN2C(CN3CCOCC3)=CSC2=N1,"SRT2104 has been investigated for the basic science and treatment of Sepsis, PSORIASIS, Atrophy, Muscular, and Diabetes Mellitus, Type 2.",,,,,
12187,12187,DB12187,Abacavir hydroxyacetate,"Cycloparaffins, Deoxyadenosines, Deoxyribonucleosides",,NC1=NC(NC2CC2)=C2N=CN([C@@H]3C[C@H](COC(=O)CO)C=C3)C2=N1,Prurisol is under investigation for the treatment of Chronic Stable Plaque Psoriasis. Prurisol has been investigated for the treatment of Plaque Psoriasis.,,,,,
12188,12188,DB12188,Zicronapine,,,CN1CCN(CC1(C)C)[C@@H]1C[C@H](C2=C1C=C(Cl)C=C2)C1=CC=CC=C1,Zicronapine has been used in trials studying the treatment of Schizophrenia.,,,,,
12189,12189,DB12189,Etrolizumab,"Amino Acids, Peptides, and Proteins, Antibodies, Antibodies, Monoclonal",,,"Inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease, is typified by a chronic gastrointestinal inflammatory microenvironment, driven in part by the excessive infiltration and retention of intestinal-homing lymphocytes.[A244564, A244569, A244579, A244584] A recent class of drugs designed to impair lymphocyte homing, so-called ""anti-trafficking agents"" (ATAs), have shown some success and include approved drugs such as [natalizumab] and [vedolizumab], which target integrins and impair their interaction with adhesion molecules on epithelial cells.[A244574] In the case of [natalizumab], which targets the α4 integrin subunit, this has also resulted in undesirable blockade of lymphocyte CNS trafficking and reported cases of progressive multifocal leukoencephalopathy (PML).[A244564, A244584] Etrolizumab is a humanized IgG1κ monoclonal antibody directed against the β7 subunit of gastrointestinal α4β7 and αEβ7 integrins that, due to its target specificity, appears as or more efficacious than [vedolizumab] and without the CNS effects of [natalizumab].[A244564, A244569, A244574, A244584]    Etrolizumab is currently under investigation for the treatment of ulcerative colitis and Crohn's disease.","Diethylstilbestrol, Chlorotrianisene, Conjugated estrogens, Estrone, Estradiol, Dienestrol","Etrolizumab is a humanized anti-β7 integrin subunit monoclonal antibody that impairs the targeting and retention of gut-specific lymphocytes contributing to an inflammatory microenvironment in ulcerative colitis and Crohn's disease.[A244564] Studies in cynomolgus monkeys demonstrate that etrolizumab specifically increases the number of circulating β7<sup>high</sup> lymphocytes without significantly altering other lymphocyte populations.[A244584] This is in good agreement with the observed β7 occupancy by etrolizumab in animal models and human blood samples during clinical trials. Early studies in mice and cynomolgus monkeys suggested etrolizumab serum concentrations of 1-10 μg/mL were required to maintain β7 saturation;[A244584] data from human clinical studies revealed an EC<sub>90</sub> for β7 occupancy of 1.3 μg/mL, and serum concentrations in the range of 1-3 μg/mL demonstrated complete or near-complete β7 saturation in adult and pediatric patients.[A244589, A244684] Unlike [natalizumab], which binds α4 integrin and hence disrupts the α4β1:VCAM-1 interactions required for CNS immune cell homing, there have been no associations thus far between etrolizumab and progressive multifocal leukoencephalopathy (PML).[A244564, A244584]","Inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease, is characterized by chronic inflammation of the gastrointestinal tract. This inflammation is driven, at least in part, by excessive infiltration and retention of intestinal-homing lymphocytes.[A244564, A244569, A244579, A244584] An adhesion cascade drives the infiltration of immune cells. The binding of immune cell glycoproteins to their corresponding epithelial cell selectins results in partial retention and the ""rolling"" of immune cells along the endothelium. A stable arrest is mediated by stronger interactions between immune cell integrins and cell adhesion molecules (CAMs) on the endothelial cell; once arrested, immune cells will extravasate and enter the target tissue.[A244574, A244579] Tissue retention is mediated by similar interactions between cell-surface molecules within the target tissue, which impedes immune cells' re-entry into the systemic circulation.[A244564]    Integrins are heterodimeric cell-surface receptors comprising transmembrane α and β subunits, of which multiple forms exist. Integrins primarily interact with CAMs, which are cell-surface members of the immunoglobulin superfamily expressed on vascular endothelial cells.[A244564, A244579, A244584] Of primary importance to intestinal homing is the mucosal addressin cellular adhesion molecule (MAdCAM-1), which interacts strongly with α4β7 integrins, and vascular cell adhesion molecule (VCAM-1), which binds with lower affinity. MAdCAM-1 also binds to the CS-1 fragment of the extracellular matrix molecule fibronectin.[A244564, A244574, A244579, A244584] α4β7 integrin is expressed at high levels on intestinal-homing lymphocytes but can also be found on natural killer cells, basophils, eosinophils, macrophages, activated monocytes, and mast cells.[A244564, A244584] Another β7-containing integrin, αEβ7, is primarily expressed by lymphocytes, dendritic cells, mast cells, and innate lymphoid cells within the mucosal immune system, including the respiratory, gastrointestinal, and urogenital tracts, where it interacts with E-cadherin on mucosal tissue cells.[A244564, A244574, A244579, A244584]    The infiltration and retention of immune cells as a mechanism of IBD is suggested by observations across multiple studies of an increase in the number of, and alteration in the secreted cytokine profile of, α4β7<sup>+</sup> and αEβ7<sup>+</sup> immune cells in the gastrointestinal tract of IBD patients.[A244564] These observations mirror an increase in the expression of the relevant CAMs, MAdCAM-1 and E-cadherin, in these patients.[A244564, A244584] Although the mechanism has not been completely elucidated, it is clear that an increase in the number and retention of gut-homing immune cells capable of sustaining an inflammatory microenvironment is a crucial element of IBD pathophysiology.[A244564]    Etrolizumab is a humanized monoclonal antibody specific for the β7 integrin subunit;[A244564, A244584] it has a K<sub>d</sub> of 116 ± 11 pmol/L against human α4β7 and 1800 ± 170 pmol/L against human αEβ7, as assessed by transfection in HEK293 cells.[A244564] This strong binding provides efficient inhibition of integrin/CAM interactions. Etrolizumab has an IC<sub>50</sub> for the α4β7 interactions with MAdCAM-1, VCAM-1, and fibronectin of 0.075 ± 0.034, 0.089 ± 0.009, and 0.119 ± 0.056 nmol/L, respectively. Etrolizumab also inhibits the interaction of αEβ7 with E-cadherin, albeit less effectively (IC<sub>50</sub> of 3.96 ± 1.78 nmol/L).[A244564] While etrolizumab does not exhibit antibody-dependent cytotoxicity, it disrupts the integrin-CAM interactions involved in gut immune cell residence, in part by inducing the endocytic uptake of bound integrin receptors, and therefore reduces the inflammatory burden in IBD.[A244564, A244569, A244584, A244589]",,"Etrolizumab, as a monoclonal antibody, is expected to undergo proteolytic degradation in multiple locations throughout the body."
12190,12190,DB12190,Faropenem,"Amides, Antibacterials for Systemic Use, Antiinfectives for Systemic Use",,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@@H]2[C@@H](C)O)C(O)=O,"Faropenem has been used in trials studying the treatment of Tuberculosis, Pulmonary Tuberculosis, and Community Acquired Pneumonia.",,,,,
12191,12191,DB12191,Obatoclax,"Enzyme Inhibitors, Heterocyclic Compounds, Fused-Ring, component",,COC1=CC(=N\C1=C/C1=C(C)C=C(C)N1)C1=CC2=CC=CC=C2N1,"Obatoclax has been used in trials studying the treatment of AML, Leukemia, Myelofibrosis, Hodgkin's Lymphoma, and Mantle-Cell Lymphoma, among others.",,,Obatoclax binds anti-apoptotic Bcl-2 proteins and interferes with their ability to interact with pro-apoptotic proteins.,,
12192,12192,DB12192,Emeramide,"Chelating Agents, Compounds used in a research, industrial, or household setting, Sequestering Agents",,SCCNC(=O)C1=CC(=CC=C1)C(=O)NCCS,Emeramide has been used in trials studying the treatment of Mercury Poisoning.,Technetium Tc-99m oxidronate,,,,
12193,12193,DB12193,Lenabasum,"Agents producing tachycardia, Cannabinoid Receptor Agonists, Cannabinoids and similars",,[H][C@@]12CC(=CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC)C(O)=O,"Ajulemic acid has been used in trials studying the treatment of Cystic Fibrosis, Dermatomyositis, and Diffuse Cutaneous Systemic Sclerosis.","Cocaine, Trospium, Oxyphenonium, Benzatropine, Disopyramide, Ipratropium",,,,
12194,12194,DB12194,Atamestane,"17-Ketosteroids, Adrenal Cortex Hormones, Androstanes",,CC1=CC(=O)C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]12C,"Atamestane has been used in trials studying the treatment of Breast Cancer, Breast Neoplasms, and Neoplasms, Hormone-Dependent.","Flunisolide, Beclomethasone dipropionate, Betamethasone, Fluticasone propionate, Fluocinolone acetonide, Triamcinolone",,,,
12195,12195,DB12195,VP-14637,"Benzene Derivatives, Hydrazines",,CC1=NN=NN1N=CC1=CC=C(O)C(=C1)C(C1=CC=C(O)C=C1)C1=CC(C=NN2N=NN=C2C)=CC=C1O,MDT-637 has been investigated for the treatment of Drug Safety.,,,,,
12196,12196,DB12196,CP-866087,Aza Compounds,,CC[C@]1([C@H]2CN(CC3(O)CC4=CC=CC=C4C3)C[C@@H]12)C1=CC=CC(NS(C)(=O)=O)=C1,"CP-866,087 has been used in trials studying the treatment of Obesity, Alcoholism, and Sexual Dysfunction, Physiological.",,,,,
12197,12197,DB12197,Auriclosene,"Alkanes, Alkanesulfonic Acids, Hydrocarbons, Acyclic",,CC(C)(CS(O)(=O)=O)N(Cl)Cl,"Auriclosene has been used in trials studying the treatment of Impetigo, Bacterial Conjunctivitis, Asymptomatic Bacteriuria, and Adenoviral Conjunctivitis.",,,,,
12198,12198,DB12198,Fosdagrocorat,"Acids, Carbocyclic, Amides, Benzene Derivatives",,[H][C@]12CCC3=C(C=CC(=C3)C(=O)NC3=C(C)N=CC=C3)[C@]1(CC1=CC=CC=C1)CC[C@](C2)(OP(O)(O)=O)C(F)(F)F,Fosdagrocorat has been used in trials studying the treatment and basic science of Rheumatoid Arthritis.,,,,,
12199,12199,DB12199,TRV-120027,"Amino Acids, Peptides, and Proteins, Peptides",,[H][C@](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)CNC)C(C)C)([C@@H](C)CC)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(O)=O,TRV120027 has been used in trials studying the treatment of Heart Failure and Kidney Disease.,,,,,
12200,12200,DB12200,Tivantinib,"Heterocyclic Compounds, Fused-Ring, Proto-Oncogene Proteins c-met, antagonists & inhibitors, Pyrrolidines",,O=C1NC(=O)[C@H]([C@@H]1C1=CNC2=CC=CC=C12)C1=CN2CCCC3=C2C1=CC=C3,Tivantinib has been investigated in Solid Tumors.,,,"Tivantinib mediates its effects by inhibiting the activity of c-Met, a receptor tyrosine kinase that plays multiple key roles in human cancer, including cancer cell growth, survival, angiogenesis, invasion and metastasis. C-Met is abnormally activated in most cancers and is believed to control multiple signal transduction pathways involved in tumor growth and metastasis.",,
12201,12201,DB12201,PF-03654746,"Cycloparaffins, Histamine H3 Antagonists",,CCNC(=O)[C@H]1C[C@](F)(C1)C1=CC(F)=C(CN2CCCC2)C=C1,"PF-03654746 has been investigated for the treatment of Narcolepsy, Schizophrenia, Tourette's Syndrome, and Excessive Daytime Sleepiness.",,,,,
12202,12202,DB12202,Zalutumumab,"Amino Acids, Peptides, and Proteins, Antibodies, Antibodies, Monoclonal",C6512H10074N1734O2032S46,,Zalutumumab is a fully human IgG1 monoclonal antibody designed to bind with selectivity to the epidermal growth factor receptor (EGFR). Zalutumumab has been investigated for the treatment of Squamous Cell Cancer and Head and Neck Cancer.,"Diethylstilbestrol, Chlorotrianisene, Conjugated estrogens, Estrone, Estradiol, Dienestrol",,,,
12203,12203,DB12203,Tozadenant,"Heterocyclic Compounds, Fused-Ring, Thiazoles",,COC1=C2N=C(NC(=O)N3CCC(C)(O)CC3)SC2=C(C=C1)N1CCOCC1,Tozadenant has been investigated for the basic science of Cocaine Dependence.,,,,,
12204,12204,DB12204,Terbogrel,,,CC(C)(C)N\C(NC#N)=N\C1=CC(=CC=C1)C(=C/CCCC(O)=O)\C1=CC=CN=C1,"Terbogrel has been used in trials studying the treatment of Hypertension, Pulmonary.",,,,,
12205,12205,DB12205,Ganitumab,"Amino Acids, Peptides, and Proteins, Antibodies, Antibodies, Monoclonal",,,"Ganitumab has been used in trials studying the treatment of Colon Cancer, Rectal Cancer, Breast Cancer, Breast Tumors, and Breast Neoplasms, among others.","Diethylstilbestrol, Chlorotrianisene, Conjugated estrogens, Estrone, Estradiol, Dienestrol",,,,
12206,12206,DB12206,N-6022,"Acids, Carbocyclic, Amides, Benzene Derivatives",,CC1=CC(=CC=C1N1C(CCC(O)=O)=CC=C1C1=CC=C(C=C1)N1C=CN=C1)C(N)=O,N6022 has been used in trials studying the treatment of Asthma and Cystic Fibrosis.,,,,,
12207,12207,DB12207,Verdinexor,"Acids, Acyclic, Acrylates, Amides",,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=CC=CC=N2)C=N1)C(F)(F)F,Kpt 335 is under investigation in clinical trial NCT02431364 (Trial of Safety and Tolerability of Oral Verdinexor (Verdinexor) in Healthy Adults).,,,,,
12208,12208,DB12208,Iron isomaltoside 1000,"Carbohydrates, Hematinics, Hematologic Agents",,,"Iron isomaltoside 1000 is under investigation in Iron Deficiency Anaemia. Iron isomaltoside 1000 has been investigated for the treatment and basic science of Anemia, Gastric Cancer, Esophageal Cancer, Chronic Kidney Disease, and Anemia, Iron-Deficiency, among others.","Dimercaprol, Deferiprone, Methyldopa, Moxifloxacin, Grepafloxacin, Enoxacin",,,,
12209,12209,DB12209,Tirasemtiv,,,CCC(CC)N1C(=O)NC2=NC=C(N=C12)C#C,"Tirasemtiv has been used in trials studying the treatment of Myasthenia Gravis, Intermittent Claudication, and Amyotrophic Lateral Sclerosis.",,,,,
12210,12210,DB12210,AZD-6280,"Heterocyclic Compounds, Fused-Ring, Receptors, Opioid, delta, agonists",,CCCNC(=O)C1=NN=C2C(=CC=CC2=C1N)C1=CC(OC)=CC=C1OC,AZD6280 has been used in trials studying the basic science of Anxiety.,,,,,
12211,12211,DB12211,PSI-697,"Heterocyclic Compounds, Fused-Ring, P-Selectin, Quinolines",,OC(=O)C1=C2C=CC3=C(CCCC3)C2=NC(CC2=CC=C(Cl)C=C2)=C1O,PSI-697 has been used in trials studying the treatment of Scleritis.,,,,,
12212,12212,DB12212,Landiolol,"Adrenergic Agents, Adrenergic Antagonists, Adrenergic beta-Antagonists",,CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1,Landiolol is a rapid-acting beta-blocker used for rapid ventricular rate control.,"Ceritinib, Ivabradine, Ruxolitinib, Alfuzosin, Amifostine, Diazoxide",,,,
12213,12213,DB12213,Etaracizumab,"Amino Acids, Peptides, and Proteins, Antibodies, Antibodies, Monoclonal",,,"Etaracizumab has been investigated for the treatment of Psoriasis, Renal Cell Carcinoma, Stage IV Renal Cell Cancer, Recurrent Renal Cell Cancer, and Stage III Renal Cell Cancer.","Diethylstilbestrol, Chlorotrianisene, Conjugated estrogens, Estrone, Estradiol, Dienestrol",,,,
12214,12214,DB12214,Luseogliflozin,"Alcohols, Alimentary Tract and Metabolism, Blood Glucose Lowering Agents",,CCOC1=CC=C(CC2=CC([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2C)C=C1,"Luseogliflozin has been used in trials studying the treatment of Diabetes Melltius, Type 2.","Pegvisomant, Lipoic acid, Moxifloxacin, Grepafloxacin, Enoxacin, Pefloxacin",,,,
12215,12215,DB12215,Ezatiostat,"Amino Acids, Peptides, and Proteins, Oligopeptides, Peptides",,CCOC(=O)[C@@H](N)CCC(=O)N[C@@H](CSCC1=CC=CC=C1)C(=O)N[C@@H](C(=O)OCC)C1=CC=CC=C1,"Ezatiostat is investigated in clinical trials for treating myelodysplastic syndrome. This compound belongs to the peptides. These are compounds containing an amide derived from two or more amino carboxylic acid molecules (the same or different) by formation of a covalent bond from the carbonyl carbon of one to the nitrogen atom of another. This medication is known to target Glutathione S-transferase P. Ezatiostat is a small molecule drug that is an analog inhibitor of glutathione S-transferase P1-1. It acts intracellularly on the MAPK signaling pathway by activating ERK2. Ezatiostat has myelostimulant activity in preclinical rodent models and human bone marrow cultures, and differentiates granulocytes and monocytes in HL60 cells. Ezatiostat is a candidate designed to stimulate the formation of bone marrow cells that are precursors to granulocytes and monocytes (white blood cells), erythrocytes (red blood cells) and platelets. Many conditions are characterized by depleted bone marrow, including myelodysplastic syndrome (MDS), a form of pre-leukemia in which the bone marrow produces insufficient levels of one or more of the 3 major blood elements (white blood cells, red blood cells and platelets). It might also be relevant as an adjunct therapy since a reduction in blood cell levels is also a common, toxic effect of many standard chemotherapeutic drugs.",,,,,
12216,12216,DB12216,Bergapten,"Anti-Inflammatory Agents, Antipsoriatics, Antipsoriatics for Systemic Use",,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,Bergapten is under investigation in clinical trial NCT00533195 (Comparison of UVA1 Phototherapy Versus Photochemotherapy for Patients With Severe Generalized Atopic Dermatitis).,"Porfimer sodium, Verteporfin, Dexmethylphenidate, Glimepiride, Acetohexamide, Chlorpropamide",,,,
12217,12217,DB12217,Iodide I-131,"Diagnostic Radiopharmaceuticals, Iodine (131I) Compounds, Radioactive Therapeutic Agent",,[131I-],"Iodide I-131 (as Sodium iodide I-131) is a radioisotopic drug used for the treatment and palliation of thyroid malignancy.  Iodine-131 is notable for causing mutation and death in cells that it penetrates, which is due to its mode of beta decay. As a result of beta decay, approximately 10% of its energy and radiation dose is via gamma radiation, while the other 90% (beta radiation) causes tissue damage without contributing to any ability to see or image the isotope. Low levels of beta radiation are also known for causing cancer as this dose is highly mutagenic. For this reason, less toxic iodine isotopes such as I-123 are more frequently used in nuclear imaging, while I-131 is reserved for its tissue destroying effects. Because the thyroid gland naturally takes up iodine from the body, therapeutic methods using radioisotopes can take advantage of this mechanism for localization of drug to the site of malignancy.     Therapeutic solutions of Sodium Iodide-131 are indicated for the treatment of hyperthyroidism and thyroid carcinomas that take up iodine.  Palliative effects may be observed in patients with advanced thyroid malignancy if the metastatic lesions take up iodine.  It is also indicated for use in performance of the radioactive iodide (RAI) uptake test to evaluate thyroid function.","Carbimazole, Propylthiouracil, Methimazole, 3,5-Diiodotyrosine, Potassium Iodide, Dibromotyrosine",The therapeutic effects of sodium iodide I-131 are a result of the ionizing radiation absorbed by the thyroidal tissue.  Tissue damage is the result of direct insult to molecules by ionization and excitation and the consequent dissociation of those molecules.  About 90% of local irradiation from sodium iodide I-131 is the result of beta radiation and 10% is the result of gamma radiation.,"Taken orally, sodium iodide I-131 is rapidly absorbed and distributed within the extracellular fluid of the body.  The iodide is concentrated in the thyroid via the sodium/iodide symporter, and subsequently oxidized to iodine.  The destruction of thyroidal tissue is achieved by the beta emission of sodium iodide I-131.",Sodium Iodide I-131 is not protein bound.,Trapped iodide is oxidized to iodine and organically incorporated so rapidly that the iodide trap of the thyroid contains less than 0.2 % free iodide in comparison to the organically bound iodine.  This process results in further concentration of iodine in the thyroid gland to about 500 times that in the blood.
12218,12218,DB12218,Capivasertib,"BCRP/ABCG2 Inhibitors, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates",,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)N[C@@H](CCO)C1=CC=C(Cl)C=C1,"Hormone receptor (HR) positive, especially estrogen receptor-positive, HER2-negative breast cancer is the most common subtype of metastatic breast cancer, resulting in more than 400,000 deaths annually. Although endocrine-based therapy is the first line of treatment, resistance eventually emerges, leaving chemotherapy the only but often ineffective treatment left. Therefore, significant research has been put into developing genetically targeted treatments.[A262021]    The PIK3/AKT pathway is one of the most commonly activated pathways in breast cancer, mainly through the constitutively active mutation in AKT1, loss of function mutation in PTEN, a negative regulator of the PIK3/AKT pathway, or PIK3CA mutations. Therefore, targeting the PIK3/AKT pathway presents a promising approach for the treatment of breast cancer, leading to the development of capivasertib, a pan-AKT kinase inhibitor.[A262021,A262026,A262031]    On November 17th, 2023, capivasertib, under the brand name TRUQAP, was approved by the FDA for the treatment of adult patients HR-positive, HER2-negative locally advanced or metastatic breast cancer with one or more alterations in PIK3CA/AKT1/PTEN gene(s) in combination with [fulvestrant]. This approval is based on favorable results obtained from the CAPItello-291 trial, where the combination of capivasertib and [fulvestrant] reduced the risk of disease progression or death by 50% versus [fulvestrant] alone.[L48706]","Succinic acid, Citrulline, Pravastatin, Oseltamivir, Cefotiam, Conjugated estrogens","In vitro, capivasertib reduced the growth of breast cancer cell lines including those with relevant PIK3CA or AKT1 mutations or PTEN alteration. In vivo, capivasertib alone and in combination with fulvestrant inhibited tumor growth of mouse xenograft models including estrogen receptor-positive breast cancer models with alterations in PIK3CA, AKT1, and PTEN.[L48691]    The exposure-response relationship and time course of pharmacodynamic response for the effectiveness of capivasertib has not been fully characterized. Exposure-response relationships were observed for diarrhea (CTCAE Grade 2 to 4), rash (CTCAE Grade 2 to 4), and hyperglycemia (CTCAE Grades 3 or 4) at doses of 80 to 800 mg (0.2 to 2 times the approved recommended dosage).[L48691]    At the recommended capivasertib dose, a mean increase in the QTc interval > 20 ms was not observed.[L48691]","Capivasertib is an inhibitor of all 3 isoforms of serine/threonine kinase AKT (AKT1, AKT2, and AKT3) and inhibits phosphorylation of downstream AKT substrates. AKT activation in tumors is a result of activation of upstream signaling pathways, mutations in AKT1, loss of phosphatase and tensin homolog (PTEN) function, and mutations in the catalytic subunit alpha of phosphatidylinositol 3-kinase (PIK3CA).[L48691]",Capivasertib plasma protein binding is 22% and the plasma-to-blood ratio is 0.71.[L48691],Capivasertib is primarily metabolized by CYP3A4 and UGT2B7.[L48691]
12219,12219,DB12219,GSK-424887,"Acetates, Acids, Acyclic, Amides",,C[C@H](N(C)C(=O)CC1(CCN(C)CC1)C1=CC=C(F)C=C1)C1=C2C=CC=CC2=CC(Cl)=C1,Gsk424887 has been used in trials studying the basic science and treatment of Depressive Disorder and Anxiety Disorder.,,,,,
12220,12220,DB12220,ORG-25935,Naphthalenes,,COC1=CC=C2[C@H]([C@@H](CN(C)CC(O)=O)CCC2=C1)C1=CC=CC=C1,"Org 25935 has been used in trials studying the treatment of Alcoholism, Schizophrenia, and Panic Disorder.",,,,,
12221,12221,DB12221,Canrenone,"Agents causing hyperkalemia, Diuretics, Fused-Ring Compounds",,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,Canrenone has been used in trials studying the diagnostic of Heart Failure.,"Digoxin, Acetyldigitoxin, Deslanoside, Ouabain, Digitoxin, Oleandrin",,,,
12222,12222,DB12222,Lurtotecan,"Alkaloids, Antineoplastic Agents",,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=C4OCCOC4=CC1=C3CN1CCN(C)CC1)C2=O,Lurtotecan is under investigation in clinical trial NCT00022594 (Liposomal Lurtotecan in Treating Patients With Metastatic or Locally Recurrent Head and Neck Cancer).,"Darbepoetin alfa, Erythropoietin, Peginesatide, Methoxy polyethylene glycol-epoetin beta, Lidocaine, Ropivacaine",,,,
12223,12223,DB12223,Squaric acid dibutyl ester,"Adjuvants, Immunologic, Allergens, Antigens",,CCCCOC1=C(OCCCC)C(=O)C1=O,Squaric acid dibutyl ester is under investigation in clinical trial NCT01971385 (Safety and Efficacy of Squaric Acid Dibutyl Ester for the Treatment of Herpes Labialis).,,,,,
12224,12224,DB12224,Oxothiazolidinecarboxylic acid,"Amino Acids, Amino Acids, Acidic, Amino Acids, Cyclic",,OC(=O)[C@@H]1CSC(=O)N1,Procysteine has been used in trials studying the treatment of HIV Infections.,,,,,
12225,12225,DB12225,Beclabuvir,"Antiinfectives for Systemic Use, Antiviral Agents, Antivirals for Systemic Use",,COC1=CC=C2C3=C(C4CCCCC4)C4=CC=C(C=C4N3C[C@]3(C[C@H]3C2=C1)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2)C(=O)NS(=O)(=O)N(C)C,"Beclabuvir has been used in trials studying the treatment of Hepatitis C, Chronic.","Rubella virus vaccine, Bacillus calmette-guerin substrain tice live antigen, Bacillus calmette-guerin substrain connaught live antigen, Yellow fever vaccine, Anthrax vaccine, Typhoid Vaccine Live",,,,
12226,12226,DB12226,Terameprocol,"Benzene Derivatives, Benzyl Compounds, Catechols",,COC1=CC=C(C[C@H](C)[C@H](C)CC2=CC=C(OC)C(OC)=C2)C=C1OC,Terameprocol has been investigated for the treatment of Brain and Central Nervous System Tumors.,,,,,
12227,12227,DB12227,Tetulomab tetraxetan Lu-177,"Amino Acids, Peptides, and Proteins, Antibodies, Blood Proteins",,N[C@@H](CCCCNC(=S)NC1=CC=C(CC2CN(CC(O)=O)CCN(CC(O)=O)CCN(CC(O)=O)CCN2CC(O)=O)C=C1)C(O)=O,"Betalutin has been used in trials studying the treatment of Non-Hodgkin Lymphoma and Relapsed, Diffuse Large B-cell Lymphoma.",,,,,
12228,12228,DB12228,Telcagepant,"component, function, process",,FC1=C(F)C(=CC=C1)[C@@H]1CC[C@@H](NC(=O)N2CCC(CC2)N2C(=O)NC3=C2C=CC=N3)C(=O)N(CC(F)(F)F)C1,"Telcagepant has been investigated for the treatment of Migraine. It is an antagonist of the receptor for calcitonin gene-related peptide (CGRP), a primary neuropeptide involved in the pathophysiology of migraine. CGRP and its receptors are found in areas of the central and peripheral nervous system that are important for the transmission of migraine pain. During migraine attacks, CGRP activates these receptors and facilitates the transmission of pain impulses.",,,Telcagepant blocks the binding of CGRP to receptors within the areas of the central and peripheral nervous system that are important for the transmission of migraine pain and thereby is believed to inhibit the transmission of pain signals that lead to migraine headaches.,,
12229,12229,DB12229,Cerlapirdine,"Antidepressive Agents, Central Nervous System Depressants, Heterocyclic Compounds, Fused-Ring",,CN(C)CCCOC1=CC=C2NN=C(C2=C1)S(=O)(=O)C1=C2C=CC=CC2=CC=C1,Cerlapirdine has been investigated for the treatment of Alzheimer Disease.,"Buprenorphine, Doxylamine, Dronabinol, Droperidol, Hydrocodone, Hydroxyzine",,,,
12230,12230,DB12230,Bunazosin,"Adrenergic Agents, Adrenergic alpha-1 Receptor Antagonists, Adrenergic alpha-Antagonists",,CCCC(=O)N1CCCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=N1,Bunazosin has been used in trials studying the treatment of High Blood Pressure.,"Dapoxetine, Lurasidone, Bethanidine, Isoetharine, Etomidate, Phenylpropanolamine",,,,
12231,12231,DB12231,Temefos,"Agrochemicals, Compounds used in a research, industrial, or household setting, Insecticides",,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,Diphos has been used in trials studying the treatment of Plasmodium Falciparum Malaria.,"Leuprolide, Goserelin, Erythromycin, Azithromycin, Moxifloxacin, Ranolazine",,,,
12232,12232,DB12232,KRN-7000,"Adjuvants, Immunologic, Amides, Antineoplastic Agents",,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,"KRN7000 has been used in trials studying the treatment of Lung Cancer, Chronic Hepatitis C, Hepatitis B, Chronic, Unspecified Adult Solid Tumor, Protocol Specific, and Prevention of GvHD in Patients With Hematological Malignancies Undergoing AHSCT.","Darbepoetin alfa, Erythropoietin, Peginesatide, Methoxy polyethylene glycol-epoetin beta, Lidocaine, Ropivacaine",,,,
